rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
25,LLM,ChatTTS,36585,3959,Python,https://github.com/2noise/ChatTTS,2noise,60,2025-05-23T13:00:56Z,A generative speech model for daily dialogue.
26,LLM,MoneyPrinterTurbo,35701,5070,Python,https://github.com/harry0703/MoneyPrinterTurbo,harry0703,146,2025-05-16T03:03:36Z,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
27,LLM,Langchain-Chatchat,35219,5907,TypeScript,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,172,2025-03-25T15:45:51Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
28,LLM,milvus,35140,3237,Go,https://github.com/milvus-io/milvus,milvus-io,694,2025-06-06T03:00:34Z,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search"
29,LLM,chatbox,35113,3365,TypeScript,https://github.com/chatboxai/chatbox,chatboxai,708,2025-05-28T12:59:36Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
30,LLM,mem0,33808,3349,Python,https://github.com/mem0ai/mem0,mem0ai,326,2025-06-05T16:22:04Z,Memory for AI Agents; SOTA in AI Agent Memory; Announcing OpenMemory MCP - local and secure memory management.
31,LLM,LLM101n,33562,1829,,https://github.com/karpathy/LLM101n,karpathy,0,2024-08-01T01:20:33Z,LLM101n: Let's build a Storyteller
32,LLM,awesome-llm-apps,33257,3795,Python,https://github.com/Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,6,2025-06-06T02:10:37Z,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
33,LLM,LocalAI,33059,2528,Go,https://github.com/mudler/LocalAI,mudler,452,2025-06-05T22:10:02Z,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
34,LLM,khoj,30254,1702,Python,https://github.com/khoj-ai/khoj,khoj-ai,75,2025-06-04T07:05:04Z,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
35,LLM,Mr.-Ranedeer-AI-Tutor,29551,3375,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,13,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
36,LLM,1Panel,28777,2503,Go,https://github.com/1Panel-dev/1Panel,1Panel-dev,709,2025-06-06T02:10:56Z,"🔥 1Panel provides an intuitive web interface and MCP Server to manage websites, files, containers, databases, and LLMs on a Linux server."
37,LLM,cherry-studio,27927,2400,TypeScript,https://github.com/CherryHQ/cherry-studio,CherryHQ,694,2025-06-06T01:24:11Z,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers.
38,LLM,ChatDev,26974,3402,Python,https://github.com/OpenBMB/ChatDev,OpenBMB,23,2025-06-05T23:58:06Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
39,LLM,llm.c,26793,3079,Cuda,https://github.com/karpathy/llm.c,karpathy,83,2025-05-10T23:27:57Z,"LLM training in simple, raw C/CUDA"
40,LLM,continue,26715,2900,TypeScript,https://github.com/continuedev/continue,continuedev,860,2025-06-06T00:18:15Z,"⏩ Create, share, and use custom AI code assistants with our open-source IDE extensions and hub of models, rules, prompts, docs, and other building blocks"
41,LLM,pathway,26638,599,Python,https://github.com/pathwaycom/pathway,pathwaycom,40,2025-06-05T10:47:47Z,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG."
42,LLM,graphrag,25659,2623,Python,https://github.com/microsoft/graphrag,microsoft,152,2025-06-05T22:57:53Z,A modular graph-based Retrieval-Augmented Generation (RAG) system
43,LLM,one-api,25560,5215,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,857,2025-02-21T11:30:22Z,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI."
44,LLM,composio,25451,4416,Python,https://github.com/ComposioHQ/composio,ComposioHQ,43,2025-06-05T06:41:25Z,Composio equip's your AI agents & LLMs with 100+ high-quality integrations via function calling
45,LLM,llm-app,25295,627,Jupyter Notebook,https://github.com/pathwaycom/llm-app,pathwaycom,5,2025-05-16T07:58:43Z,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
46,LLM,semantic-kernel,24919,3910,C#,https://github.com/microsoft/semantic-kernel,microsoft,424,2025-06-06T00:37:37Z,Integrate cutting-edge LLM technology quickly and easily into your apps
47,LLM,FastGPT,24597,6319,TypeScript,https://github.com/labring/FastGPT,labring,549,2025-06-05T05:09:49Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
48,LLM,storm,24506,2189,Python,https://github.com/stanford-oval/storm,stanford-oval,46,2025-05-02T22:44:16Z,An LLM-powered knowledge curation system that researches a topic and generates a full-length report with citations.
49,LLM,JARVIS,24172,2024,Python,https://github.com/microsoft/JARVIS,microsoft,79,2024-09-26T06:43:22Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
50,LLM,litellm,23669,3119,Python,https://github.com/BerriAI/litellm,BerriAI,889,2025-06-06T03:44:30Z,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]"
51,LLM,Awesome-LLM,23658,1986,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,8,2025-05-09T10:06:31Z,Awesome-LLM: a curated list of Large Language Model
52,LLM,void,23020,1494,TypeScript,https://github.com/voideditor/void,voideditor,168,2025-06-06T02:28:41Z,
53,LLM,gin-vue-admin,22966,6725,Go,https://github.com/flipped-aurora/gin-vue-admin,flipped-aurora,21,2025-06-05T03:31:25Z,🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。
54,LLM,llamafile,22563,1190,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,151,2025-05-14T22:23:40Z,Distribute and run LLMs with a single file.
55,LLM,gpt-researcher,21716,2841,Python,https://github.com/assafelovic/gpt-researcher,assafelovic,101,2025-06-04T08:59:58Z,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.
56,LLM,unilm,21326,2627,Python,https://github.com/microsoft/unilm,microsoft,629,2025-06-03T09:54:32Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
57,LLM,haystack,21039,2204,Python,https://github.com/deepset-ai/haystack,deepset-ai,121,2025-06-05T21:35:09Z,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
58,LLM,CopilotKit,20809,2854,TypeScript,https://github.com/CopilotKit/CopilotKit,CopilotKit,133,2025-06-06T00:20:42Z,"React UI + elegant infrastructure for AI Copilots, AI chatbots, and in-app AI agents. The Agentic last-mile 🪁"
59,LLM,mlc-llm,20742,1744,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,265,2025-06-03T13:57:33Z,Universal LLM Deployment Engine with ML Compilation
60,LLM,pandas-ai,20480,1968,Python,https://github.com/sinaptik-ai/pandas-ai,sinaptik-ai,21,2025-05-19T10:19:29Z,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG."
61,LLM,architecture.of.internet-product,20286,4686,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
62,LLM,Awesome-Chinese-LLM,20270,1951,,https://github.com/HqWu-HITCS/Awesome-Chinese-LLM,HqWu-HITCS,5,2025-05-19T06:11:57Z,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
63,LLM,gitleaks,20116,1619,Go,https://github.com/gitleaks/gitleaks,gitleaks,202,2025-06-05T13:26:06Z,Find secrets with Gitleaks 🔑
64,LLM,BitNet,19975,1498,Python,https://github.com/microsoft/BitNet,microsoft,106,2025-06-03T06:14:20Z,Official inference framework for 1-bit LLMs
65,LLM,Scrapegraph-ai,19908,1689,Python,https://github.com/ScrapeGraphAI/Scrapegraph-ai,ScrapeGraphAI,15,2025-06-04T15:08:41Z,Python scraper based on AI
66,LLM,llm-cookbook,19724,2372,Jupyter Notebook,https://github.com/datawhalechina/llm-cookbook,datawhalechina,4,2025-06-04T13:20:14Z,面向开发者的 LLM 入门教程，吴恩达大模型系列课程中文版
67,LLM,Chinese-LLaMA-Alpaca,18851,1894,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,2,2024-04-30T04:28:38Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
68,LLM,peft,18675,1895,Python,https://github.com/huggingface/peft,huggingface,22,2025-06-04T17:51:21Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
69,LLM,Qwen,18442,1512,Python,https://github.com/QwenLM/Qwen,QwenLM,13,2025-04-29T09:24:42Z,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
70,LLM,llm-action,18319,2153,HTML,https://github.com/liguodongiot/llm-action,liguodongiot,15,2025-05-27T00:32:06Z,本项目旨在分享大模型相关技术原理以及实战经验（大模型工程化、大模型应用落地）
71,LLM,vanna,17983,1610,Python,https://github.com/vanna-ai/vanna,vanna-ai,174,2025-04-10T03:18:09Z,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.
72,LLM,crawlee,17851,828,TypeScript,https://github.com/apify/crawlee,apify,135,2025-06-05T15:08:15Z,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation."
73,LLM,agentic,17598,2224,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,11,2025-05-31T10:06:05Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
74,LLM,llama-cookbook,17430,2505,Jupyter Notebook,https://github.com/meta-llama/llama-cookbook,meta-llama,18,2025-06-03T18:05:59Z,"Welcome to the Llama Cookbook! This is your go to guide for Building with Llama: Getting started with Inference, Fine-Tuning, RAG. We also show you how to solve end to end problems using Llama model family and using them on various provider services  "
75,LLM,Janus,17344,2241,Python,https://github.com/deepseek-ai/Janus,deepseek-ai,151,2025-02-01T07:58:29Z,Janus-Series: Unified Multimodal Understanding and Generation Models
76,LLM,LightRAG,17131,2366,Python,https://github.com/HKUDS/LightRAG,HKUDS,337,2025-06-05T09:51:08Z,"""LightRAG: Simple and Fast Retrieval-Augmented Generation"""
77,LLM,agenticSeek,16758,1560,Python,https://github.com/Fosowl/agenticSeek,Fosowl,20,2025-06-04T17:47:15Z,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460. Any other account is fake."
78,LLM,letta,16753,1742,Python,https://github.com/letta-ai/letta,letta-ai,24,2025-06-05T02:28:53Z,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management."
79,LLM,MaxKB,16750,2158,Python,https://github.com/1Panel-dev/MaxKB,1Panel-dev,135,2025-06-06T03:42:37Z,"💬 MaxKB is an open-source AI assistant for enterprise. It seamlessly integrates RAG pipelines, supports robust workflows, and provides MCP tool-use capabilities."
80,LLM,DB-GPT,16687,2291,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,392,2025-06-03T03:31:20Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
81,LLM,repomix,16661,716,TypeScript,https://github.com/yamadashy/repomix,yamadashy,90,2025-06-06T01:30:06Z,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
82,LLM,RAG_Techniques,16512,1650,Jupyter Notebook,https://github.com/NirDiamant/RAG_Techniques,NirDiamant,0,2025-06-04T11:19:35Z,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.
83,LLM,SuperAGI,16376,1996,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,145,2025-01-22T22:14:07Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
84,LLM,evals,16295,2728,Python,https://github.com/openai/evals,openai,97,2024-12-18T22:09:47Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
85,LLM,self-llm,16259,1798,Jupyter Notebook,https://github.com/datawhalechina/self-llm,datawhalechina,136,2025-05-29T02:04:46Z,《开源大模型食用指南》针对中国宝宝量身打造的基于Linux环境快速微调（全参数/Lora）、部署国内外开源大模型（LLM）/多模态大模型（MLLM）教程
86,LLM,RagaAI-Catalyst,16192,3782,Python,https://github.com/raga-ai-hub/RagaAI-Catalyst,raga-ai-hub,8,2025-06-02T11:22:18Z,"Python SDK for Agent AI Observability, Monitoring and Evaluation Framework. Includes features like agent, llm and tools tracing, debugging multi-agentic system, self-hosted dashboard and advanced analytics with timeline and execution graph view "
87,LLM,SWE-agent,16118,1655,Python,https://github.com/SWE-agent/SWE-agent,SWE-agent,32,2025-06-04T19:49:05Z,"SWE-agent takes a GitHub issue and tries to automatically fix it, using your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] "
88,LLM,kubesphere,16035,2212,Go,https://github.com/kubesphere/kubesphere,kubesphere,473,2025-05-29T08:22:14Z,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️"
89,LLM,ChatGLM2-6B,15731,1840,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,430,2024-06-27T04:05:08Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
90,LLM,DocsGPT,15691,1666,TypeScript,https://github.com/arc53/DocsGPT,arc53,19,2025-06-05T11:21:52Z,"DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in."
91,LLM,web-llm,15617,1021,TypeScript,https://github.com/mlc-ai/web-llm,mlc-ai,107,2025-05-05T03:17:42Z,High-performance In-browser LLM Inference Engine 
92,LLM,ChuanhuChatGPT,15418,2279,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,122,2025-03-13T09:36:38Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
93,LLM,SillyTavern,15078,3369,JavaScript,https://github.com/SillyTavern/SillyTavern,SillyTavern,255,2025-06-05T23:17:30Z,LLM Frontend for Power Users.
94,LLM,screenpipe,14932,1105,TypeScript,https://github.com/mediar-ai/screenpipe,mediar-ai,162,2025-06-06T02:55:26Z,"AI app store powered by 24/7 desktop history.  open source | 100% local | dev friendly | 24/7 screen, mic recording"
95,LLM,sglang,14913,1926,Python,https://github.com/sgl-project/sglang,sgl-project,465,2025-06-05T21:18:46Z,SGLang is a fast serving framework for large language models and vision language models.
96,LLM,ai,14736,2333,TypeScript,https://github.com/vercel/ai,vercel,547,2025-06-05T21:51:45Z,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents "
97,LLM,Llama-Chinese,14596,1306,Python,https://github.com/LlamaFamily/Llama-Chinese,LlamaFamily,196,2025-04-06T09:16:55Z,Llama中文社区，实时汇总最新Llama学习资料，构建最好的中文Llama大模型开源生态，完全开源可商用
98,LLM,ktransformers,14267,1011,Python,https://github.com/kvcache-ai/ktransformers,kvcache-ai,544,2025-06-05T06:05:29Z,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations
99,LLM,suna,13973,2044,TypeScript,https://github.com/kortix-ai/suna,kortix-ai,130,2025-06-05T20:17:16Z,Suna - Open Source Generalist AI Agent
100,LLM,goose,13972,1099,Rust,https://github.com/block/goose,block,222,2025-06-06T01:56:42Z,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM"
1,ChatGPT,awesome-chatgpt-prompts,128051,16985,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-06-05T23:14:15Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
2,ChatGPT,generative-ai-for-beginners,84773,44223,Jupyter Notebook,https://github.com/microsoft/generative-ai-for-beginners,microsoft,5,2025-06-02T04:18:58Z,"21 Lessons, Get Started Building with Generative AI  🔗 https://microsoft.github.io/generative-ai-for-beginners/"
3,ChatGPT,NextChat,83690,61157,TypeScript,https://github.com/ChatGPTNextWeb/NextChat,ChatGPTNextWeb,635,2025-04-19T08:00:42Z,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows
4,ChatGPT,langflow,69528,6730,Python,https://github.com/langflow-ai/langflow,langflow-ai,410,2025-06-06T00:00:48Z,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.
5,ChatGPT,gpt_academic,68680,8351,Python,https://github.com/binary-husky/gpt_academic,binary-husky,257,2025-06-03T18:25:00Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
6,ChatGPT,openai-cookbook,64486,10594,MDX,https://github.com/openai/openai-cookbook,openai,27,2025-06-03T18:12:08Z,Examples and guides for using the OpenAI API
7,ChatGPT,gpt4free,64396,13644,Python,https://github.com/xtekky/gpt4free,xtekky,13,2025-06-02T22:24:31Z,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5"
8,ChatGPT,lobe-chat,62257,12957,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,766,2025-06-06T00:32:51Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 4 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
9,ChatGPT,open-interpreter,59612,5074,Python,https://github.com/OpenInterpreter/open-interpreter,OpenInterpreter,219,2025-04-23T07:18:30Z,A natural language interface for computers
10,ChatGPT,OpenHands,57453,6515,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,244,2025-06-06T03:36:31Z,"🙌 OpenHands: Code Less, Make More"
11,ChatGPT,Prompt-Engineering-Guide,56849,5622,MDX,https://github.com/dair-ai/Prompt-Engineering-Guide,dair-ai,145,2025-05-29T22:49:02Z,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering"
12,ChatGPT,awesome-chatgpt-prompts-zh,55315,13569,,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,PlexPt,38,2025-01-01T08:34:33Z,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。
13,ChatGPT,ragflow,54424,5277,Python,https://github.com/infiniflow/ragflow,infiniflow,2186,2025-06-06T02:05:59Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
14,ChatGPT,ChatGPT,53803,6112,Rust,https://github.com/lencx/ChatGPT,lencx,805,2024-08-29T17:58:11Z,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
15,ChatGPT,LLMs-from-scratch,50710,7369,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,6,2025-04-20T02:16:18Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
16,ChatGPT,autogen,45580,6906,Python,https://github.com/microsoft/autogen,microsoft,501,2025-06-05T19:36:32Z,A programming framework for agentic AI 🤖 PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour: https://aka.ms/autogen-officehour
