rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
95,ChatGPT,chatgpt_system_prompt,8761,1256,HTML,https://github.com/LouisShark/chatgpt_system_prompt,LouisShark,0,2025-04-01T03:26:10Z,A collection of GPT system prompts and various prompt injection/leaking knowledge.
96,ChatGPT,chat-ui,8516,1276,TypeScript,https://github.com/huggingface/chat-ui,huggingface,304,2025-04-04T19:23:37Z,Open source codebase powering the HuggingChat app
97,ChatGPT,LMFlow,8390,833,Python,https://github.com/OptimalScale/LMFlow,OptimalScale,73,2025-03-28T08:13:54Z,An Extensible Toolkit for Finetuning and Inference of Large Foundation Models. Large Models for All.
98,ChatGPT,BetterChatGPT,8360,2783,TypeScript,https://github.com/ztjhz/BetterChatGPT,ztjhz,214,2024-08-14T10:26:46Z,An amazing UI for OpenAI's ChatGPT (Website + Windows + MacOS + Linux)
99,ChatGPT,awesome-chatgpt,8227,521,,https://github.com/humanloop/awesome-chatgpt,humanloop,23,2024-05-13T01:11:31Z,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3"
100,ChatGPT,coai,8169,1093,TypeScript,https://github.com/coaidev/coai,coaidev,18,2025-03-24T17:56:38Z,🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。
1,OpenAI,AutoGPT,174160,45517,Python,https://github.com/Significant-Gravitas/AutoGPT,Significant-Gravitas,177,2025-04-04T23:22:52Z,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters."
2,OpenAI,dify,89317,13287,TypeScript,https://github.com/langgenius/dify,langgenius,610,2025-04-05T03:19:59Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
3,OpenAI,open-webui,87637,10847,JavaScript,https://github.com/open-webui/open-webui,open-webui,167,2025-04-04T15:24:10Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
4,OpenAI,generative-ai-for-beginners,77697,40040,Jupyter Notebook,https://github.com/microsoft/generative-ai-for-beginners,microsoft,8,2025-03-27T12:20:46Z,"21 Lessons, Get Started Building with Generative AI  🔗 https://microsoft.github.io/generative-ai-for-beginners/"
5,OpenAI,gpt4free,63956,13584,Python,https://github.com/xtekky/gpt4free,xtekky,33,2025-04-03T15:14:29Z,"The official gpt4free repository | various collection of powerful language models | o3 and deepseek r1, gpt-4.5"
6,OpenAI,openai-cookbook,62640,10154,MDX,https://github.com/openai/openai-cookbook,openai,40,2025-04-02T00:07:32Z,Examples and guides for using the OpenAI API
7,OpenAI,lobe-chat,58559,12429,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,662,2025-04-05T00:28:57Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
8,OpenAI,Prompt-Engineering-Guide,54685,5372,MDX,https://github.com/dair-ai/Prompt-Engineering-Guide,dair-ai,140,2025-03-31T21:19:28Z,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering"
9,OpenAI,gpt-engineer,53778,7050,Python,https://github.com/AntonOsika/gpt-engineer,AntonOsika,22,2024-11-17T22:47:32Z,CLI platform to experiment with codegen. Precursor to: https://lovable.dev
10,OpenAI,ChatGPT,53668,6058,Rust,https://github.com/lencx/ChatGPT,lencx,785,2024-08-29T17:58:11Z,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
11,OpenAI,OpenHands,52379,5809,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,211,2025-04-05T00:18:41Z,"🙌 OpenHands: Code Less, Make More"
12,OpenAI,markitdown,41985,2000,Python,https://github.com/microsoft/markitdown,microsoft,157,2025-03-28T22:36:39Z,Python tool for converting files and office documents to Markdown.
13,OpenAI,whisper.cpp,38963,4074,C++,https://github.com/ggml-org/whisper.cpp,ggml-org,847,2025-04-04T16:51:26Z,Port of OpenAI's Whisper model in C/C++
14,OpenAI,quivr,37652,3636,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,23,2025-04-02T09:32:29Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
15,OpenAI,Pake,37073,6672,Rust,https://github.com/tw93/Pake,tw93,42,2025-03-25T12:35:16Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
16,OpenAI,Flowise,36917,19240,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,520,2025-04-04T08:19:04Z,Drag & drop UI to build your customized LLM flow
17,OpenAI,chatgpt-on-wechat,36085,9058,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,282,2025-03-30T07:12:29Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
18,OpenAI,ToolJet,35287,4530,JavaScript,https://github.com/ToolJet/ToolJet,ToolJet,648,2025-04-04T12:10:34Z,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀"
19,OpenAI,chatbox,33916,3236,TypeScript,https://github.com/chatboxai/chatbox,chatboxai,627,2025-03-20T15:20:56Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
20,OpenAI,siyuan,33666,2054,TypeScript,https://github.com/siyuan-note/siyuan,siyuan-note,303,2025-04-04T12:06:33Z,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang."
21,OpenAI,AgentGPT,33650,9388,TypeScript,https://github.com/reworkd/AgentGPT,reworkd,127,2025-03-28T17:13:05Z,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser."
22,OpenAI,LocalAI,31490,2387,Go,https://github.com/mudler/LocalAI,mudler,417,2025-04-04T21:49:53Z,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
23,OpenAI,aider,30586,2766,Python,https://github.com/Aider-AI/aider,Aider-AI,689,2025-04-04T20:01:16Z,aider is AI pair programming in your terminal
24,OpenAI,Hello-Python,29313,1893,Python,https://github.com/mouredev/Hello-Python,mouredev,25,2025-02-28T12:39:35Z,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA..."
25,OpenAI,awesome-llm-apps,27088,3051,Python,https://github.com/Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,7,2025-03-31T02:25:46Z,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
26,OpenAI,openai-python,26174,3780,Python,https://github.com/openai/openai-python,openai,80,2025-04-04T05:04:07Z,The official Python library for the OpenAI API
27,OpenAI,continue,25233,2541,TypeScript,https://github.com/continuedev/continue,continuedev,712,2025-04-05T01:45:04Z,"⏩ Create, share, and use custom AI code assistants with our open-source IDE extensions and hub of models, rules, prompts, docs, and other building blocks"
28,OpenAI,one-api,24367,5065,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,823,2025-02-21T11:30:22Z,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI."
29,OpenAI,openai-translator,24315,1779,TypeScript,https://github.com/openai-translator/openai-translator,openai-translator,477,2024-11-16T20:34:00Z,基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用    -    Browser extension and cross-platform desktop application for translation based on ChatGPT API.
30,OpenAI,LibreChat,24077,4051,TypeScript,https://github.com/danny-avila/LibreChat,danny-avila,136,2025-04-04T23:55:57Z,"Enhanced ChatGPT Clone: Features Agents, DeepSeek, Anthropic, AWS, OpenAI, Assistants API, Azure, Groq, o1, GPT-4o, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active project."
31,OpenAI,semantic-kernel,23847,3665,C#,https://github.com/microsoft/semantic-kernel,microsoft,423,2025-04-05T03:20:24Z,Integrate cutting-edge LLM technology quickly and easily into your apps
32,OpenAI,FastGPT,23346,6029,TypeScript,https://github.com/labring/FastGPT,labring,479,2025-04-04T15:35:56Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
33,OpenAI,cherry-studio,22100,1868,TypeScript,https://github.com/CherryHQ/cherry-studio,CherryHQ,455,2025-04-05T03:08:44Z,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers. Support deepseek-r1
34,OpenAI,minGPT,21692,2804,Python,https://github.com/karpathy/minGPT,karpathy,48,2024-08-15T04:09:40Z,A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training
35,OpenAI,reinforcement-learning,21132,6106,Jupyter Notebook,https://github.com/dennybritz/reinforcement-learning,dennybritz,94,2023-07-13T09:52:27Z,"Implementation of Reinforcement Learning Algorithms. Python, OpenAI Gym, Tensorflow. Exercises and Solutions to accompany Sutton's Book and David Silver's course."
36,OpenAI,gpt-researcher,20722,2680,Python,https://github.com/assafelovic/gpt-researcher,assafelovic,73,2025-04-04T19:26:54Z,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.
37,OpenAI,architecture.of.internet-product,20240,4680,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
38,OpenAI,litellm,20223,2550,Python,https://github.com/BerriAI/litellm,BerriAI,1155,2025-04-05T03:32:48Z,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]"
39,OpenAI,PDFMathTranslate,19723,1644,Python,https://github.com/Byaidu/PDFMathTranslate,Byaidu,141,2025-03-31T13:53:52Z,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/Docker/Zotero
40,OpenAI,swarm,19542,2078,Python,https://github.com/openai/swarm,openai,6,2025-03-11T17:27:22Z,"Educational framework exploring ergonomic, lightweight multi-agent orchestration. Managed by OpenAI Solution team."
41,OpenAI,agentic,17256,2200,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,10,2025-04-04T10:41:35Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
42,OpenAI,carrot,17081,1450,,https://github.com/xx025/carrot,xx025,1,2025-04-02T14:54:14Z,Free ChatGPT Site List 这儿为你准备了众多免费好用的ChatGPT镜像站点
43,OpenAI,awesome-ai-agents,16703,1264,,https://github.com/e2b-dev/awesome-ai-agents,e2b-dev,22,2025-02-26T10:04:45Z,A list of AI autonomous agents
44,OpenAI,baselines,16187,4898,Python,https://github.com/openai/baselines,openai,414,2024-08-01T21:31:33Z,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms
45,OpenAI,SuperAGI,16158,1947,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,141,2025-01-22T22:14:07Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
46,OpenAI,hydra,16032,1525,Go,https://github.com/ory/hydra,ory,72,2025-04-02T09:03:37Z,"The only web-scale, fully customizable OpenID Certified™ OpenID Connect and OAuth2 Provider in the world. Become an OpenID Connect and OAuth2 Provider over night. Written in Go, cloud native, headless, API-first. Available as a service on Ory Network and for self-hosters. Relied upon by OpenAI and others for web-scale security."
47,OpenAI,MaxKB,15451,2027,Python,https://github.com/1Panel-dev/MaxKB,1Panel-dev,117,2025-04-03T09:12:03Z,"💬 MaxKB is a ready-to-use RAG chatbot that features robust workflow and MCP tool-use capabilities. It supports a wide range of mainstream large language models (LLMs), including DeepSeek-R1, Llama 3.3, OpenAI, among others."
48,OpenAI,ai-pdf-chatbot-langchain,15334,3049,TypeScript,https://github.com/mayooear/ai-pdf-chatbot-langchain,mayooear,1,2025-02-20T18:19:58Z,AI PDF chatbot agent built with LangChain & LangGraph 
49,OpenAI,faster-whisper,15226,1274,Python,https://github.com/SYSTRAN/faster-whisper,SYSTRAN,240,2025-03-20T14:20:27Z,Faster Whisper transcription with CTranslate2
50,OpenAI,kirara-ai,14911,1654,Python,https://github.com/lss233/kirara-ai,lss233,253,2025-04-04T13:40:17Z,🤖 可 DIY 的 多模态 AI 聊天机器人 | 🚀 快速接入 微信、 QQ、Telegram、等聊天平台 | 🦈支持DeepSeek、Grok、Claude、Ollama、Gemini、OpenAI | 工作流系统、网页搜索、AI画图、人设调教、虚拟女仆、语音对话 | 
51,OpenAI,KeepChatGPT,14804,732,JavaScript,https://github.com/xcanwin/KeepChatGPT,xcanwin,94,2025-03-23T09:12:53Z,这是一款提高ChatGPT的数据安全能力和效率的插件。并且免费共享大量创新功能，如：自动刷新、保持活跃、数据安全、取消审计、克隆对话、言无不尽、净化页面、展示大屏、拦截跟踪、日新月异、明察秋毫等。让我们的AI体验无比安全、顺畅、丝滑、高效、简洁。
52,OpenAI,novel,14338,1184,TypeScript,https://github.com/steven-tey/novel,steven-tey,103,2025-01-18T14:26:33Z,Notion-style WYSIWYG editor with AI-powered autocompletion.
53,OpenAI,repomix,14175,604,TypeScript,https://github.com/yamadashy/repomix,yamadashy,68,2025-04-02T16:15:07Z,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
54,OpenAI,buzz,14083,1039,Python,https://github.com/chidiwilliams/buzz,chidiwilliams,13,2025-04-03T18:20:48Z,Buzz transcribes and translates audio offline on your personal computer. Powered by OpenAI's Whisper.
55,OpenAI,tiktoken,14030,1001,Python,https://github.com/openai/tiktoken,openai,37,2025-03-17T23:47:14Z,tiktoken is a fast BPE tokeniser for use with OpenAI's models.
56,OpenAI,botpress,13496,1943,TypeScript,https://github.com/botpress/botpress,botpress,8,2025-04-04T12:36:41Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
57,OpenAI,draw-a-ui,13491,1617,TypeScript,https://github.com/SawyerHood/draw-a-ui,SawyerHood,35,2024-07-18T21:18:26Z,Draw a mockup and generate html for it
58,OpenAI,ai,13146,2032,TypeScript,https://github.com/vercel/ai,vercel,385,2025-04-05T00:22:47Z,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents "
59,OpenAI,SillyTavern,13122,3027,JavaScript,https://github.com/SillyTavern/SillyTavern,SillyTavern,214,2025-04-04T19:07:53Z,LLM Frontend for Power Users.
60,OpenAI,clip-as-service,12624,2074,Python,https://github.com/jina-ai/clip-as-service,jina-ai,290,2024-01-23T10:33:43Z,"🏄 Scalable embedding, reasoning, ranking for images and sentences with CLIP"
61,OpenAI,plandex,11420,785,Go,https://github.com/plandex-ai/plandex,plandex-ai,11,2025-04-04T15:50:55Z,Open source AI coding agent. Designed for large projects and real world tasks.
62,OpenAI,void,11385,694,TypeScript,https://github.com/voideditor/void,voideditor,74,2025-04-04T00:12:21Z,
63,OpenAI,GenAI_Agents,11312,1435,Jupyter Notebook,https://github.com/NirDiamant/GenAI_Agents,NirDiamant,1,2025-03-27T14:04:45Z,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems."
64,OpenAI,DALLE2-pytorch,11252,1092,Python,https://github.com/lucidrains/DALLE2-pytorch,lucidrains,69,2024-05-11T19:18:10Z,"Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch"
65,OpenAI,OpenLLM,11080,706,Python,https://github.com/bentoml/OpenLLM,bentoml,1,2025-04-02T01:31:50Z,"Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud."
66,OpenAI,awesome-chatgpt-zh,11074,915,Python,https://github.com/EmbraceAGI/awesome-chatgpt-zh,EmbraceAGI,0,2024-11-05T10:24:21Z,ChatGPT 中文指南🔥，ChatGPT 中文调教指南，指令指南，应用开发指南，精选资源清单，更好的使用 chatGPT 让你的生产力 up up up! 🚀
67,OpenAI,llama-gpt,10957,715,TypeScript,https://github.com/getumbrel/llama-gpt,getumbrel,84,2024-04-23T18:56:06Z,"A self-hosted, offline, ChatGPT-like chatbot. Powered by Llama 2. 100% private, with no data leaving your device. New: Code Llama support!"
68,OpenAI,Fay,10699,1988,Python,https://github.com/xszyou/Fay,xszyou,102,2025-04-02T15:31:53Z,fay是一个帮助数字人（2.5d、3d、移动、pc、网页）或大语言模型（openai兼容、deepseek）连通业务系统的agent框架。
69,OpenAI,shell_gpt,10643,840,Python,https://github.com/TheR1D/shell_gpt,TheR1D,86,2025-02-17T04:11:14Z,"A command-line productivity tool powered by AI large language models like GPT-4, will help you accomplish your tasks faster and more efficiently."
70,OpenAI,stable-baselines3,10291,1812,Python,https://github.com/DLR-RM/stable-baselines3,DLR-RM,55,2025-03-24T15:01:14Z,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms. "
71,OpenAI,LangBot,10266,747,Python,https://github.com/RockChinQ/LangBot,RockChinQ,85,2025-04-03T13:00:04Z,"😎简单易用、🧩丰富生态 - 大模型原生即时通信机器人平台 | 适配 QQ / 微信（企业微信、个人微信）/ 飞书 / 钉钉 / Discord / Telegram / Slack 等平台 | 支持 ChatGPT、DeepSeek、Dify、Claude、Gemini、xAI Grok、Ollama、LM Studio、阿里云百炼、火山方舟、SiliconFlow、Qwen、Moonshot、ChatGLM、SillyTraven、MCP 等 LLM 的机器人 / Agent | LLM-based instant messaging bots platform, supports Discord, Telegram, WeChat, Lark, DingTalk, QQ, Slack"
72,OpenAI,langfuse,10098,923,TypeScript,https://github.com/langfuse/langfuse,langfuse,228,2025-04-04T22:36:32Z,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 "
73,OpenAI,instructor,10007,770,Python,https://github.com/instructor-ai/instructor,instructor-ai,15,2025-04-04T21:51:26Z,structured outputs for llms 
74,OpenAI,go-openai,9809,1539,Go,https://github.com/sashabaranov/go-openai,sashabaranov,131,2025-03-20T19:13:33Z,"OpenAI ChatGPT, GPT-3, GPT-4, DALL·E, Whisper API wrapper for Go"
75,OpenAI,self-operating-computer,9522,1285,Python,https://github.com/OthersideAI/self-operating-computer,OthersideAI,72,2025-02-28T22:54:05Z,A framework to enable multimodal models to operate a computer.
76,OpenAI,Bob,9229,517,,https://github.com/ripperhe/Bob,ripperhe,111,2025-01-24T08:30:17Z,Bob 是一款 macOS 平台的翻译和 OCR 软件。
77,OpenAI,chainlit,9139,1233,TypeScript,https://github.com/Chainlit/chainlit,Chainlit,321,2025-04-01T14:23:56Z,Build Conversational AI in minutes ⚡️
78,OpenAI,Whisper,9130,775,C++,https://github.com/Const-me/Whisper,Const-me,147,2024-08-03T02:35:39Z,High-performance GPGPU inference of OpenAI's Whisper automatic speech recognition (ASR) model
79,OpenAI,Easydict,8947,451,Objective-C,https://github.com/tisfeng/Easydict,tisfeng,90,2025-03-23T15:03:18Z,一个简洁优雅的词典翻译 macOS App。开箱即用，支持离线 OCR 识别，支持有道词典，🍎 苹果系统词典，🍎 苹果系统翻译，OpenAI，Gemini，DeepL，Google，Bing，腾讯，百度，阿里，小牛，彩云和火山翻译。A concise and elegant Dictionary and Translator macOS App for looking up words and translating text. 
80,OpenAI,openai-node,8931,1015,TypeScript,https://github.com/openai/openai-node,openai,83,2025-04-04T21:09:47Z,Official JavaScript / TypeScript library for the OpenAI API
81,OpenAI,prompt-engineering,8723,417,,https://github.com/brexhq/prompt-engineering,brexhq,2,2023-10-23T01:41:26Z,Tips and tricks for working with Large Language Models like OpenAI's GPT-4.
82,OpenAI,BetterChatGPT,8360,2783,TypeScript,https://github.com/ztjhz/BetterChatGPT,ztjhz,214,2024-08-14T10:26:46Z,An amazing UI for OpenAI's ChatGPT (Website + Windows + MacOS + Linux)
83,OpenAI,awesome-chatgpt,8227,521,,https://github.com/humanloop/awesome-chatgpt,humanloop,23,2024-05-13T01:11:31Z,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3"
84,OpenAI,coai,8169,1093,TypeScript,https://github.com/coaidev/coai,coaidev,18,2025-03-24T17:56:38Z,🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。
85,OpenAI,openai-agents-python,8135,958,Python,https://github.com/openai/openai-agents-python,openai,104,2025-04-04T23:54:25Z,"A lightweight, powerful framework for multi-agent workflows"
86,OpenAI,wechat-bot,8088,993,JavaScript,https://github.com/wangrongding/wechat-bot,wangrongding,100,2025-03-26T09:31:56Z,🤖一个基于 WeChaty 结合 DeepSeek / ChatGPT / Kimi / 讯飞等Ai服务实现的微信机器人 ，可以用来帮助你自动回复微信消息，或者管理微信群/好友，检测僵尸粉等...
87,OpenAI,CopilotForXcode,8065,408,Swift,https://github.com/intitni/CopilotForXcode,intitni,33,2025-03-12T07:11:28Z,"The first GitHub Copilot, Codeium and ChatGPT Xcode Source Editor Extension"
88,OpenAI,chatgpt-demo,8019,3758,TypeScript,https://github.com/anse-app/chatgpt-demo,anse-app,45,2023-12-27T01:44:01Z,Minimal web UI for ChatGPT. 
89,OpenAI,bisheng,7956,1335,Python,https://github.com/dataelement/bisheng,dataelement,83,2025-04-03T11:27:25Z,"BISHENG is an open LLM devops platform for next generation Enterprise AI applications. Powerful and comprehensive features include: GenAI workflow, RAG, Agent, Unified model management, Evaluation, SFT, Dataset Management, Enterprise-level System Management, Observability and more."
90,OpenAI,LangChain-Chinese-Getting-Started-Guide,7945,630,,https://github.com/liaokongVFX/LangChain-Chinese-Getting-Started-Guide,liaokongVFX,16,2025-03-03T15:10:49Z,LangChain 的中文入门教程
91,OpenAI,E2B,7893,523,MDX,https://github.com/e2b-dev/E2B,e2b-dev,33,2025-04-04T15:53:12Z,Secure open source cloud runtime for AI apps & AI agents
92,OpenAI,gpt4free-ts,7755,1370,TypeScript,https://github.com/xiangsx/gpt4free-ts,xiangsx,48,2024-09-04T01:15:09Z,Providing a free OpenAI GPT-4 API !   This is a replication project for the typescript version of xtekky/gpt4free
93,OpenAI,gpt-ai-assistant,7619,9794,JavaScript,https://github.com/memochou1993/gpt-ai-assistant,memochou1993,5,2024-07-09T19:07:17Z,OpenAI + LINE + Vercel = GPT AI Assistant
94,OpenAI,gateway,7569,560,TypeScript,https://github.com/Portkey-AI/gateway,Portkey-AI,94,2025-04-02T17:05:04Z,"A blazing fast AI Gateway with integrated guardrails. Route to 200+ LLMs, 50+ AI Guardrails with 1 fast & friendly API."
95,OpenAI,GPTCache,7494,530,Python,https://github.com/zilliztech/GPTCache,zilliztech,71,2024-09-18T02:05:21Z,Semantic cache for LLMs. Fully integrated with LangChain and llama_index. 
96,OpenAI,pr-agent,7460,776,Python,https://github.com/qodo-ai/pr-agent,qodo-ai,42,2025-04-04T13:54:58Z,"🚀 PR-Agent (Qodo Merge open-source): An AI-Powered 🤖 Tool for Automated Pull Request Analysis, Feedback, Suggestions and More! 💻🔍"
97,OpenAI,inference,7373,607,Python,https://github.com/xorbitsai/inference,xorbitsai,160,2025-04-04T14:16:31Z,"Replace OpenAI GPT with another LLM in your app by changing a single line of code. Xinference gives you the freedom to use any LLM you need. With Xinference, you're empowered to run inference with any open-source language models, speech recognition models, and multimodal models, whether in the cloud, on-premises, or even on your laptop."
98,OpenAI,WrenAI,7356,684,TypeScript,https://github.com/Canner/WrenAI,Canner,129,2025-04-05T02:29:49Z,"🤖 Open-source GenBI AI Agent that empowers data-driven teams to chat with their data to generate Text-to-SQL, charts, spreadsheets, reports, dashboards and BI. 📈📊📋🧑‍💻"
99,OpenAI,Upsonic,7235,676,Python,https://github.com/Upsonic/Upsonic,Upsonic,29,2025-04-04T08:43:31Z,The most reliable AI agent framework that supports MCP.
100,OpenAI,AstrBot,7018,424,Python,https://github.com/AstrBotDevs/AstrBot,AstrBotDevs,176,2025-04-04T13:22:58Z,✨ 易上手的多平台 LLM 聊天机器人及开发框架 ✨ 平台支持 QQ、QQ频道、Telegram、微信、企微、飞书 | MCP 服务器、OpenAI、DeepSeek、Gemini、硅基流动、月之暗面、Ollama、OneAPI、Dify 等。附带 WebUI。
1,Deepseek,ollama,136009,11313,Go,https://github.com/ollama/ollama,ollama,1492,2025-04-05T02:18:42Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, and other large language models."
2,Deepseek,DeepSeek-V3,95047,15392,Python,https://github.com/deepseek-ai/DeepSeek-V3,deepseek-ai,95,2025-03-16T15:42:21Z,
3,Deepseek,DeepSeek-R1,88048,11373,,https://github.com/deepseek-ai/DeepSeek-R1,deepseek-ai,275,2025-02-24T03:49:25Z,
4,Deepseek,gpt4free,63956,13584,Python,https://github.com/xtekky/gpt4free,xtekky,33,2025-04-03T15:14:29Z,"The official gpt4free repository | various collection of powerful language models | o3 and deepseek r1, gpt-4.5"
5,Deepseek,lobe-chat,58559,12429,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,662,2025-04-05T00:28:57Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
