rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
48,LLM,FastGPT,23436,6062,TypeScript,https://github.com/labring/FastGPT,labring,484,2025-04-09T08:50:41Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
49,LLM,llm-app,22961,409,Jupyter Notebook,https://github.com/pathwaycom/llm-app,pathwaycom,5,2025-04-09T08:45:52Z,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
50,LLM,cherry-studio,22686,1918,JavaScript,https://github.com/CherryHQ/cherry-studio,CherryHQ,512,2025-04-09T12:57:46Z,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers.
51,LLM,Awesome-LLM,22652,1879,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,6,2025-03-26T02:09:26Z,Awesome-LLM: a curated list of Large Language Model
52,LLM,gin-vue-admin,22612,6626,Go,https://github.com/flipped-aurora/gin-vue-admin,flipped-aurora,22,2025-04-09T10:52:17Z,🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。
53,LLM,llamafile,22143,1163,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,145,2025-04-07T17:01:08Z,Distribute and run LLMs with a single file.
54,LLM,unilm,21043,2614,Python,https://github.com/microsoft/unilm,microsoft,615,2025-03-04T00:17:39Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
55,LLM,gpt-researcher,20787,2698,Python,https://github.com/assafelovic/gpt-researcher,assafelovic,79,2025-04-09T08:23:25Z,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.
56,LLM,litellm,20446,2588,Python,https://github.com/BerriAI/litellm,BerriAI,1167,2025-04-09T14:49:01Z,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]"
57,LLM,mlc-llm,20356,1706,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,234,2025-04-06T22:40:08Z,Universal LLM Deployment Engine with ML Compilation
58,LLM,architecture.of.internet-product,20246,4679,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
59,LLM,haystack,20216,2126,Python,https://github.com/deepset-ai/haystack,deepset-ai,115,2025-04-09T13:26:59Z,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
60,LLM,Awesome-Chinese-LLM,19454,1873,,https://github.com/HqWu-HITCS/Awesome-Chinese-LLM,HqWu-HITCS,5,2025-04-08T08:13:03Z,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
61,LLM,gitleaks,19451,1578,Go,https://github.com/gitleaks/gitleaks,gitleaks,185,2025-04-09T14:35:57Z,Find secrets with Gitleaks 🔑
62,LLM,Scrapegraph-ai,19010,1608,Python,https://github.com/ScrapeGraphAI/Scrapegraph-ai,ScrapeGraphAI,27,2025-04-07T08:09:12Z,Python scraper based on AI
63,LLM,pandas-ai,18988,1784,Python,https://github.com/sinaptik-ai/pandas-ai,sinaptik-ai,19,2025-04-09T13:06:40Z,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG."
64,LLM,Chinese-LLaMA-Alpaca,18788,1889,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,1,2024-04-30T04:28:38Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
65,LLM,CopilotKit,18104,2593,TypeScript,https://github.com/CopilotKit/CopilotKit,CopilotKit,111,2025-04-09T14:45:35Z,"React UI + elegant infrastructure for AI Copilots, AI chatbots, and in-app AI agents. The Agentic last-mile 🪁"
66,LLM,peft,18060,1812,Python,https://github.com/huggingface/peft,huggingface,23,2025-04-09T09:18:52Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
67,LLM,llm-cookbook,17882,2200,Jupyter Notebook,https://github.com/datawhalechina/llm-cookbook,datawhalechina,11,2025-02-25T12:01:58Z,面向开发者的 LLM 入门教程，吴恩达大模型系列课程中文版
68,LLM,Qwen,17794,1468,Python,https://github.com/QwenLM/Qwen,QwenLM,10,2025-03-28T03:15:58Z,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
69,LLM,crawlee,17382,789,TypeScript,https://github.com/apify/crawlee,apify,136,2025-04-09T13:58:05Z,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation."
70,LLM,agentic,17290,2204,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,11,2025-04-09T13:28:12Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
71,LLM,Janus,17068,2224,Python,https://github.com/deepseek-ai/Janus,deepseek-ai,144,2025-02-01T07:58:29Z,Janus-Series: Unified Multimodal Understanding and Generation Models
72,LLM,llama-cookbook,17030,2429,Jupyter Notebook,https://github.com/meta-llama/llama-cookbook,meta-llama,15,2025-04-08T20:50:29Z,"Welcome to the Llama Cookbook! This is your go to guide for Building with Llama: Getting started with Inference, Fine-Tuning, RAG. We also show you how to solve end to end problems using Llama model family and using them on various provider services  "
73,LLM,llm-action,16250,1891,HTML,https://github.com/liguodongiot/llm-action,liguodongiot,14,2025-03-02T02:51:31Z,本项目旨在分享大模型相关技术原理以及实战经验（大模型工程化、大模型应用落地）
74,LLM,SuperAGI,16174,1949,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,141,2025-01-22T22:14:07Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
75,LLM,RagaAI-Catalyst,16109,3800,Python,https://github.com/raga-ai-hub/RagaAI-Catalyst,raga-ai-hub,6,2025-04-01T05:11:48Z,"Python SDK for Agent AI Observability, Monitoring and Evaluation Framework. Includes features like agent, llm and tools tracing, debugging multi-agentic system, self-hosted dashboard and advanced analytics with timeline and execution graph view "
76,LLM,DB-GPT,16032,2173,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,335,2025-04-09T04:36:19Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
77,LLM,evals,15849,2684,Python,https://github.com/openai/evals,openai,96,2024-12-18T22:09:47Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
78,LLM,letta,15832,1638,Python,https://github.com/letta-ai/letta,letta-ai,29,2025-04-09T04:35:49Z,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management."
79,LLM,kubesphere,15804,2197,Go,https://github.com/kubesphere/kubesphere,kubesphere,594,2025-04-07T02:27:20Z,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️"
80,LLM,ChatGLM2-6B,15749,1850,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,430,2024-06-27T04:05:08Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
81,LLM,MaxKB,15541,2042,Python,https://github.com/1Panel-dev/MaxKB,1Panel-dev,122,2025-04-09T11:16:43Z,"💬 MaxKB is a ready-to-use AI chatbot that integrates Retrieval-Augmented Generation (RAG) pipelines, supports robust workflows, and provides advanced MCP tool-use capabilities."
82,LLM,DocsGPT,15523,1657,TypeScript,https://github.com/arc53/DocsGPT,arc53,33,2025-04-08T12:56:34Z,"DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in."
83,LLM,ChuanhuChatGPT,15413,2289,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,122,2025-03-13T09:36:38Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
84,LLM,SWE-agent,15348,1563,Python,https://github.com/SWE-agent/SWE-agent,SWE-agent,30,2025-04-08T18:16:06Z,"SWE-agent takes a GitHub issue and tries to automatically fix it, using GPT-4, or your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] "
85,LLM,web-llm,15171,990,TypeScript,https://github.com/mlc-ai/web-llm,mlc-ai,98,2025-01-21T08:18:46Z,High-performance In-browser LLM Inference Engine 
86,LLM,vanna,14763,1321,Python,https://github.com/vanna-ai/vanna,vanna-ai,149,2025-04-08T13:43:08Z,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.
87,LLM,self-llm,14540,1660,Jupyter Notebook,https://github.com/datawhalechina/self-llm,datawhalechina,127,2025-04-07T07:14:34Z,《开源大模型食用指南》针对中国宝宝量身打造的基于Linux环境快速微调（全参数/Lora）、部署国内外开源大模型（LLM）/多模态大模型（MLLM）教程
88,LLM,Llama-Chinese,14537,1298,Python,https://github.com/LlamaFamily/Llama-Chinese,LlamaFamily,196,2025-04-06T09:16:55Z,Llama中文社区，实时汇总最新Llama学习资料，构建最好的中文Llama大模型开源生态，完全开源可商用
89,LLM,repomix,14395,612,TypeScript,https://github.com/yamadashy/repomix,yamadashy,77,2025-04-07T02:37:06Z,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
90,LLM,LightRAG,14353,2000,Python,https://github.com/HKUDS/LightRAG,HKUDS,190,2025-04-09T10:47:52Z,"""LightRAG: Simple and Fast Retrieval-Augmented Generation"""
91,LLM,RAG_Techniques,13936,1443,Jupyter Notebook,https://github.com/NirDiamant/RAG_Techniques,NirDiamant,2,2025-04-01T20:32:27Z,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.
92,LLM,ChatGLM3,13674,1606,Python,https://github.com/THUDM/ChatGLM3,THUDM,28,2025-01-13T06:55:26Z,ChatGLM3 series: Open Bilingual Chat LLMs | 开源双语对话语言模型
93,LLM,botpress,13513,1950,TypeScript,https://github.com/botpress/botpress,botpress,8,2025-04-09T13:08:35Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
94,LLM,RWKV-LM,13494,907,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,100,2025-04-07T09:58:44Z,"RWKV (pronounced RwaKuv) is an RNN with great LLM performance, which can also be directly trained like a GPT transformer (parallelizable). We are at RWKV-7 ""Goose"". So it's combining the best of RNN and transformer - great performance, linear time, constant space (no kv-cache), fast training, infinite ctx_len, and free sentence embedding."
95,LLM,ktransformers,13437,934,Python,https://github.com/kvcache-ai/ktransformers,kvcache-ai,475,2025-04-09T11:55:49Z,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations
96,LLM,ml-engineering,13361,810,Python,https://github.com/stas00/ml-engineering,stas00,0,2025-04-07T23:02:16Z,Machine Learning Engineering Open Book
97,LLM,SillyTavern,13287,3050,JavaScript,https://github.com/SillyTavern/SillyTavern,SillyTavern,214,2025-04-08T23:21:24Z,LLM Frontend for Power Users.
98,LLM,ai,13272,2054,TypeScript,https://github.com/vercel/ai,vercel,397,2025-04-09T14:56:25Z,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents "
99,LLM,screenpipe,13198,944,TypeScript,https://github.com/mediar-ai/screenpipe,mediar-ai,205,2025-04-08T17:28:51Z,"AI app store powered by 24/7 desktop history.  open source | 100% local | dev friendly | 24/7 screen, mic recording"
100,LLM,dalai,13083,1401,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,292,2024-06-18T20:29:46Z,The simplest way to run LLaMA on your local machine
1,ChatGPT,awesome-chatgpt-prompts,122748,16448,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-04-08T21:40:40Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
2,ChatGPT,NextChat,82599,61074,TypeScript,https://github.com/ChatGPTNextWeb/NextChat,ChatGPTNextWeb,617,2025-04-07T10:57:52Z,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows
3,ChatGPT,generative-ai-for-beginners,77933,40278,Jupyter Notebook,https://github.com/microsoft/generative-ai-for-beginners,microsoft,7,2025-03-27T12:20:46Z,"21 Lessons, Get Started Building with Generative AI  🔗 https://microsoft.github.io/generative-ai-for-beginners/"
4,ChatGPT,gpt_academic,68135,8336,Python,https://github.com/binary-husky/gpt_academic,binary-husky,250,2025-03-24T16:13:18Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,ChatGPT,gpt4free,63990,13604,Python,https://github.com/xtekky/gpt4free,xtekky,35,2025-04-06T15:57:17Z,"The official gpt4free repository | various collection of powerful language models | o3 and deepseek r1, gpt-4.5"
6,ChatGPT,openai-cookbook,62716,10176,MDX,https://github.com/openai/openai-cookbook,openai,34,2025-04-08T16:50:56Z,Examples and guides for using the OpenAI API
7,ChatGPT,open-interpreter,59041,5031,Python,https://github.com/OpenInterpreter/open-interpreter,OpenInterpreter,214,2025-03-30T20:30:55Z,A natural language interface for computers
8,ChatGPT,lobe-chat,58684,12434,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,663,2025-04-09T14:46:31Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
9,ChatGPT,Prompt-Engineering-Guide,54808,5387,MDX,https://github.com/dair-ai/Prompt-Engineering-Guide,dair-ai,140,2025-04-05T16:00:58Z,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering"
10,ChatGPT,awesome-chatgpt-prompts-zh,54686,13571,,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,PlexPt,38,2025-01-01T08:34:33Z,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。
11,ChatGPT,langflow,54522,5973,Python,https://github.com/langflow-ai/langflow,langflow-ai,408,2025-04-09T14:53:03Z,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.
12,ChatGPT,ChatGPT,53667,6060,Rust,https://github.com/lencx/ChatGPT,lencx,786,2024-08-29T17:58:11Z,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
13,ChatGPT,OpenHands,52616,5837,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,209,2025-04-09T14:46:30Z,"🙌 OpenHands: Code Less, Make More"
14,ChatGPT,ragflow,48405,4535,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,1746,2025-04-09T13:13:05Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
15,ChatGPT,LLMs-from-scratch,43865,6073,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2025-04-06T23:29:23Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
16,ChatGPT,autogen,42915,6433,Python,https://github.com/microsoft/autogen,microsoft,482,2025-04-09T02:44:46Z,A programming framework for agentic AI 🤖 PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour: https://aka.ms/autogen-officehour
